"DATE","TIME PERIOD","All euro area yield curve - 10-year spot rate (YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_10Y)","All euro area yield curve - 1-year spot rate (YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_1Y)","All euro area yield curve - 20-year spot rate (YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_20Y)","All euro area yield curve - 2-year spot rate (YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_2Y)","All euro area yield curve - 30-year spot rate (YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_30Y)","All euro area yield curve - 3-month spot rate (YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_3M)","All euro area yield curve - 3-year spot rate (YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_3Y)","All euro area yield curve - 5-year spot rate (YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_5Y)","All euro area yield curve - 6-month spot rate (YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_6M)","All euro area yield curve - 7-year spot rate (YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_7Y)"
"2006-06-20","20 Jun 2006","4.003823","3.201494","4.353745","3.441065","4.486184","2.788486","3.546488","3.679347","2.961194","3.813768"
"2006-06-21","21 Jun 2006","4.047961","3.226675","4.395263","3.478741","4.526163","2.787140","3.587725","3.722444","2.971400","3.857734"
"2006-06-22","22 Jun 2006","4.063548","3.233215","4.413356","3.487995","4.545295","2.790961","3.598793","3.735569","2.976188","3.872038"
"2006-06-23","23 Jun 2006","4.109568","3.258285","4.451509","3.515519","4.577464","2.787561","3.624313","3.766931","2.987453","3.912384"
"2006-06-26","26 Jun 2006","4.119775","3.287397","4.460044","3.547011","4.585924","2.801932","3.651987","3.785918","3.008810","3.926068"
"2006-06-27","27 Jun 2006","4.121724","3.317480","4.449558","3.577982","4.571180","2.827028","3.680186","3.805172","3.036096","3.936945"
"2006-06-28","28 Jun 2006","4.122152","3.314169","4.437943","3.575044","4.553829","2.819190","3.677970","3.806236","3.030749","3.939546"
"2006-06-29","29 Jun 2006","4.088010","3.300789","4.407024","3.553419","4.524100","2.805578","3.649106","3.771159","3.018644","3.903952"
"2006-06-30","30 Jun 2006","4.103100","3.311947","4.407537","3.570850","4.518822","2.814980","3.671321","3.795822","3.027901","3.925715"
"2006-07-03","03 Jul 2006","4.100808","3.314795","4.401513","3.569528","4.510497","2.806752","3.665423","3.789348","3.026373","3.921945"
"2006-07-04","04 Jul 2006","4.101029","3.308870","4.410653","3.560766","4.522928","2.800694","3.655136","3.780565","3.020972","3.916908"
"2006-07-05","05 Jul 2006","4.148808","3.341055","4.438227","3.601660","4.541670","2.809690","3.700244","3.832162","3.040926","3.969935"
"2006-07-06","06 Jul 2006","4.136791","3.357553","4.434941","3.610974","4.542620","2.837081","3.703357","3.825011","3.063503","3.957952"
"2006-07-07","07 Jul 2006","4.102533","3.353583","4.403301","3.597461","4.512384","2.839335","3.682154","3.794907","3.064028","3.924470"
"2006-07-10","10 Jul 2006","4.107092","3.358629","4.410233","3.608287","4.520866","2.837567","3.694313","3.804076","3.064559","3.930521"
"2006-07-11","11 Jul 2006","4.091964","3.348837","4.405551","3.586192","4.519861","2.839846","3.666688","3.777023","3.062916","3.908553"
"2006-07-12","12 Jul 2006","4.109965","3.364265","4.427581","3.609761","4.544397","2.848651","3.693066","3.800548","3.073434","3.928267"
"2006-07-13","13 Jul 2006","4.076095","3.345888","4.402557","3.574447","4.522859","2.864984","3.652903","3.760000","3.074725","3.890138"
"2006-07-14","14 Jul 2006","4.024574","3.312855","4.367457","3.523937","4.494753","2.866973","3.596339","3.700656","3.061493","3.832609"
"2006-07-17","17 Jul 2006","4.025442","3.314859","4.380605","3.532492","4.515945","2.888906","3.611718","3.713446","3.071516","3.837533"
"2006-07-18","18 Jul 2006","4.042387","3.335469","4.385607","3.562472","4.516221","2.888644","3.643035","3.741329","3.080329","3.860758"
"2006-07-19","19 Jul 2006","4.041816","3.353891","4.394680","3.588336","4.532377","2.896295","3.668307","3.755549","3.091812","3.865189"
"2006-07-20","20 Jul 2006","4.017593","3.341538","4.362179","3.559170","4.494157","2.905413","3.633205","3.723124","3.093010","3.838217"
"2006-07-21","21 Jul 2006","3.982067","3.319388","4.325882","3.521432","4.456920","2.914968","3.591894","3.683528","3.088993","3.801096"
"2006-07-24","24 Jul 2006","3.978607","3.324442","4.316589","3.523372","4.445135","2.926433","3.592917","3.683734","3.097692","3.800049"
"2006-07-25","25 Jul 2006","3.977007","3.319108","4.315025","3.514483","4.442710","2.922377","3.582643","3.675770","3.093726","3.795596"
"2006-07-26","26 Jul 2006","4.017779","3.351640","4.356180","3.559805","4.484063","2.918475","3.628364","3.718157","3.106368","3.836620"
"2006-07-27","27 Jul 2006","3.974654","3.328423","4.326278","3.515952","4.460083","2.941917","3.579509","3.668733","3.109225","3.788990"
"2006-07-28","28 Jul 2006","3.958014","3.323495","4.297911","3.505158","4.425798","2.937602","3.565046","3.653436","3.105744","3.774322"
"2006-07-31","31 Jul 2006","3.972703","3.341757","4.307108","3.527715","4.432843","2.943778","3.587508","3.673454","3.117378","3.791962"
"2006-08-01","01 Aug 2006","3.994306","3.345759","4.320903","3.531167","4.441982","2.945810","3.592956","3.687054","3.120895","3.811548"
"2006-08-02","02 Aug 2006","3.983346","3.346839","4.312101","3.528100","4.434178","2.947614","3.586236","3.676623","3.122998","3.800225"
"2006-08-03","03 Aug 2006","4.007097","3.385192","4.324604","3.573810","4.442934","2.973172","3.632543","3.716449","3.153662","3.832361"
"2006-08-04","04 Aug 2006","3.958987","3.379582","4.244696","3.537675","4.347523","2.979067","3.581060","3.665813","3.159940","3.787748"
"2006-08-07","07 Aug 2006","3.967290","3.385538","4.260477","3.541971","4.366341","2.989053","3.584815","3.669657","3.168078","3.792943"
"2006-08-08","08 Aug 2006","3.962914","3.388440","4.258151","3.543008","4.365200","3.001585","3.585479","3.668062","3.175750","3.789344"
"2006-08-09","09 Aug 2006","3.989259","3.404073","4.284323","3.564582","4.391268","3.005273","3.609262","3.693545","3.184654","3.815460"
"2006-08-10","10 Aug 2006","3.982454","3.397646","4.270226","3.553915","4.373935","3.010280","3.599352","3.687174","3.184659","3.810275"
"2006-08-11","11 Aug 2006","4.017111","3.424282","4.299300","3.597023","4.401461","3.013235","3.647756","3.732982","3.196731","3.850506"
"2006-08-14","14 Aug 2006","4.056672","3.455914","4.337212","3.636244","4.438452","3.013199","3.686360","3.771102","3.212017","3.889599"
"2006-08-15","15 Aug 2006","4.022018","3.445855","4.304531","3.613000","4.406446","3.013523","3.655363","3.735223","3.209361","3.853759"
"2006-08-16","16 Aug 2006","3.994272","3.451806","4.277590","3.612187","4.380495","3.023629","3.647556","3.716451","3.218184","3.829050"
"2006-08-17","17 Aug 2006","3.958708","3.450446","4.237393","3.603364","4.339010","3.027389","3.632214","3.691576","3.220420","3.798270"
"2006-08-18","18 Aug 2006","3.962379","3.467346","4.230499","3.619291","4.327741","3.030050","3.644870","3.701295","3.230904","3.806040"
"2006-08-21","21 Aug 2006","3.916816","3.458933","4.177596","3.593298","4.271719","3.032957","3.608961","3.659560","3.231380","3.762972"
"2006-08-22","22 Aug 2006","3.871414","3.402792","4.140707","3.512681","4.237106","3.043276","3.528650","3.593254","3.211834","3.708164"
"2006-08-23","23 Aug 2006","3.859970","3.404305","4.165147","3.520549","4.278309","3.052471","3.535045","3.584450","3.214585","3.691311"
"2006-08-24","24 Aug 2006","3.863907","3.407596","4.152823","3.507419","4.257113","3.048389","3.515384","3.574763","3.218627","3.692411"
"2006-08-25","25 Aug 2006","3.867715","3.404452","4.153464","3.500869","4.256040","3.049761","3.509608","3.574203","3.218635","3.695242"
"2006-08-28","28 Aug 2006","3.873836","3.406261","4.156826","3.499874","4.258005","3.055136","3.509107","3.577516","3.222960","3.700910"
"2006-08-29","29 Aug 2006","3.881888","3.420590","4.164654","3.520187","4.266244","3.057228","3.529215","3.592378","3.230081","3.711577"
"2006-08-30","30 Aug 2006","3.856414","3.424380","4.146285","3.505755","4.257171","3.041538","3.520598","3.590424","3.238093","3.698884"
"2006-08-31","31 Aug 2006","3.818126","3.442014","4.117521","3.518157","4.236444","3.059894","3.522883","3.572049","3.255916","3.667356"
"2006-09-01","01 Sep 2006","3.802233","3.450239","4.109624","3.515112","4.232341","3.063303","3.512166","3.554978","3.265358","3.649399"
"2006-09-04","04 Sep 2006","3.801773","3.450331","4.090234","3.509535","4.203010","3.063146","3.507892","3.556330","3.268811","3.652498"
"2006-09-05","05 Sep 2006","3.825750","3.466615","4.112794","3.532045","4.225239","3.072439","3.532923","3.582166","3.280263","3.677620"
"2006-09-06","06 Sep 2006","3.882535","3.498529","4.159864","3.577238","4.267618","3.077365","3.584940","3.640316","3.297793","3.736753"
"2006-09-07","07 Sep 2006","3.898264","3.519952","4.175062","3.604196","4.283834","3.092012","3.612261","3.663561","3.314197","3.755853"
"2006-09-08","08 Sep 2006","3.820756","3.506281","4.091600","3.573244","4.199980","3.096886","3.569597","3.604892","3.312346","3.686844"
"2006-09-11","11 Sep 2006","3.837795","3.532346","4.097119","3.606363","4.201868","3.104072","3.604158","3.635835","3.328729","3.711729"
"2006-09-12","12 Sep 2006","3.868800","3.547996","4.122557","3.624780","4.223791","3.114966","3.626248","3.663676","3.342619","3.742313"
"2006-09-13","13 Sep 2006","3.864227","3.543022","4.123588","3.621037","4.227790","3.116066","3.622310","3.658363","3.339121","3.736626"
"2006-09-14","14 Sep 2006","3.833715","3.538618","4.088330","3.618493","4.193731","3.135986","3.619171","3.646331","3.343223","3.715061"
"2006-09-15","15 Sep 2006","3.794834","3.525935","4.044544","3.601495","4.149773","3.137981","3.599336","3.619743","3.337607","3.682275"
"2006-09-18","18 Sep 2006","3.856839","3.557725","4.079452","3.655010","4.172561","3.148700","3.665526","3.694306","3.355325","3.754257"
"2006-09-19","19 Sep 2006","3.813995","3.537920","4.040767","3.615825","4.134369","3.157748","3.618803","3.645273","3.353210","3.707610"
"2006-09-20","20 Sep 2006","3.794169","3.535086","4.029830","3.604588","4.127845","3.159774","3.602061","3.623688","3.354483","3.685502"
"2006-09-21","21 Sep 2006","3.804412","3.545561","4.042087","3.615601","4.141194","3.162966","3.612665","3.633654","3.361915","3.695337"
"2006-09-22","22 Sep 2006","3.736379","3.494787","3.981901","3.530849","4.080517","3.170815","3.519026","3.544532","3.347151","3.616304"
"2006-09-25","25 Sep 2006","3.716136","3.442201","3.969106","3.475819","4.068624","3.179755","3.468878","3.505709","3.319014","3.587082"
"2006-09-26","26 Sep 2006","3.703247","3.465239","3.925701","3.491713","4.012500","3.193551","3.482555","3.514921","3.342422","3.588154"
"2006-09-27","27 Sep 2006","3.690609","3.473548","3.919161","3.504149","4.011489","3.205467","3.492708","3.514762","3.349548","3.580041"
"2006-09-28","28 Sep 2006","3.722080","3.498389","3.955288","3.531733","4.049522","3.209508","3.520243","3.542747","3.365292","3.609308"
"2006-09-29","29 Sep 2006","3.724041","3.503859","3.939830","3.539553","4.026571","3.224766","3.531338","3.555173","3.374654","3.618513"
"2006-10-02","02 Oct 2006","3.748480","3.498031","3.985244","3.554693","4.082716","3.160595","3.549987","3.573103","3.337510","3.637374"
"2006-10-03","03 Oct 2006","3.701500","3.481300","3.918801","3.494780","4.002448","3.155318","3.480065","3.511842","3.346101","3.586332"
"2006-10-04","04 Oct 2006","3.688798","3.481111","3.901361","3.487310","3.982871","3.168602","3.470788","3.501699","3.354686","3.575371"
"2006-10-05","05 Oct 2006","3.680074","3.483111","3.896662","3.489452","3.980804","3.177802","3.470873","3.496870","3.357998","3.567609"
"2006-10-06","06 Oct 2006","3.722489","3.480261","3.942738","3.496982","4.026849","3.201035","3.486526","3.524693","3.359693","3.603597"
"2006-10-09","09 Oct 2006","3.737308","3.496907","3.939832","3.519625","4.016660","3.185029","3.512428","3.551330","3.363930","3.626349"
"2006-10-10","10 Oct 2006","3.765548","3.512022","3.962593","3.544799","4.037281","3.192017","3.542116","3.583187","3.372169","3.657186"
"2006-10-11","11 Oct 2006","3.773944","3.523447","3.966328","3.559346","4.039448","3.194175","3.557452","3.597138","3.379262","3.668700"
"2006-10-12","12 Oct 2006","3.775586","3.524553","3.965999","3.556316","4.037751","3.198691","3.554211","3.596176","3.383974","3.669549"
"2006-10-13","13 Oct 2006","3.797180","3.533940","3.982049","3.571600","4.051277","3.210266","3.573384","3.618856","3.392085","3.692667"
"2006-10-16","16 Oct 2006","3.803250","3.530606","3.988368","3.565693","4.056967","3.214413","3.568546","3.618652","3.392956","3.696146"
"2006-10-17","17 Oct 2006","3.772199","3.521720","3.956180","3.545431","4.024390","3.213639","3.543546","3.590002","3.392254","3.666081"
"2006-10-18","18 Oct 2006","3.789151","3.513911","3.967275","3.542710","4.032275","3.219887","3.546866","3.602231","3.388057","3.682377"
"2006-10-19","19 Oct 2006","3.817647","3.527774","4.004542","3.568929","4.073748","3.245936","3.576051","3.629902","3.399586","3.709133"
"2006-10-20","20 Oct 2006","3.811482","3.544515","3.996335","3.588383","4.066098","3.239217","3.592340","3.636727","3.406028","3.708564"
"2006-10-23","23 Oct 2006","3.847441","3.562362","4.021939","3.616719","4.087154","3.247065","3.626884","3.676242","3.416952","3.747957"
"2006-10-24","24 Oct 2006","3.843751","3.572492","4.013094","3.621337","4.076209","3.251774","3.629269","3.676695","3.427925","3.746741"
"2006-10-25","25 Oct 2006","3.856004","3.586311","4.022344","3.633459","4.084007","3.248807","3.641059","3.689266","3.437250","3.759611"
"2006-10-26","26 Oct 2006","3.836615","3.588403","3.996988","3.626703","4.056371","3.257542","3.631064","3.675927","3.446518","3.743587"
"2006-10-27","27 Oct 2006","3.782204","3.582435","3.936332","3.607707","3.994400","3.261455","3.604411","3.637287","3.450458","3.696429"
"2006-10-30","30 Oct 2006","3.763530","3.584981","3.917561","3.605534","3.976380","3.254386","3.598458","3.625175","3.452492","3.680372"
"2006-10-31","31 Oct 2006","3.790672","3.604325","3.947971","3.647498","4.010695","3.246931","3.644090","3.664421","3.448900","3.712453"
"2006-11-01","01 Nov 2006","3.746510","3.565707","3.914613","3.584457","3.979268","3.261940","3.574077","3.599301","3.437955","3.657234"
"2006-11-02","02 Nov 2006","3.748166","3.587615","3.910793","3.608973","3.974747","3.281801","3.597088","3.614894","3.457368","3.665653"
"2006-11-03","03 Nov 2006","3.779690","3.618656","3.965945","3.646357","4.041778","3.282238","3.630517","3.641371","3.471484","3.691398"
"2006-11-06","06 Nov 2006","3.808069","3.632144","3.972965","3.675809","4.040049","3.287227","3.668811","3.683510","3.477034","3.729330"
"2006-11-07","07 Nov 2006","3.764352","3.632201","3.930755","3.662549","3.999978","3.290642","3.645533","3.648712","3.481209","3.688832"
"2006-11-08","08 Nov 2006","3.761001","3.638044","3.922497","3.667930","3.990181","3.293980","3.650310","3.651317","3.486404","3.688797"
"2006-11-09","09 Nov 2006","3.768744","3.653550","3.932252","3.682507","4.001384","3.308686","3.662835","3.660898","3.501026","3.696975"
"2006-11-10","10 Nov 2006","3.747944","3.624724","3.915638","3.642128","3.981620","3.319938","3.615059","3.617095","3.486644","3.664468"
"2006-11-13","13 Nov 2006","3.759824","3.619642","3.925242","3.644361","3.991281","3.319007","3.625437","3.632760","3.483533","3.679034"
"2006-11-14","14 Nov 2006","3.738762","3.617119","3.902565","3.632792","3.968108","3.327977","3.610271","3.614599","3.488861","3.659322"
"2006-11-15","15 Nov 2006","3.763089","3.632504","3.926645","3.653635","3.992236","3.330326","3.633455","3.639192","3.497622","3.683944"
"2006-11-16","16 Nov 2006","3.757597","3.633707","3.921717","3.651738","3.987683","3.332833","3.630025","3.634390","3.500461","3.678608"
"2006-11-17","17 Nov 2006","3.764879","3.630891","3.917649","3.655569","3.978517","3.333864","3.638697","3.646559","3.497445","3.689899"
"2006-11-20","20 Nov 2006","3.740649","3.599367","3.901221","3.619609","3.964315","3.341012","3.601706","3.611828","3.481311","3.659779"
"2006-11-21","21 Nov 2006","3.739747","3.609734","3.897204","3.627515","3.959310","3.348888","3.607842","3.615367","3.491484","3.661183"
"2006-11-22","22 Nov 2006","3.740188","3.595876","3.903443","3.614616","3.967567","3.360765","3.597540","3.608800","3.487581","3.657843"
"2006-11-23","23 Nov 2006","3.760241","3.622824","3.920524","3.647069","3.984535","3.373614","3.630163","3.637371","3.506812","3.682048"
"2006-11-24","24 Nov 2006","3.732887","3.606769","3.906159","3.616257","3.974828","3.371499","3.592518","3.598385","3.500567","3.647368"
"2006-11-27","27 Nov 2006","3.751003","3.603677","3.937336","3.622681","4.013906","3.384113","3.606917","3.615999","3.502703","3.664188"
"2006-11-28","28 Nov 2006","3.726429","3.583031","3.905354","3.587176","3.976123","3.382155","3.568996","3.583485","3.495459","3.636987"
"2006-11-29","29 Nov 2006","3.725559","3.591901","3.904506","3.594866","3.975784","3.372033","3.574525","3.585897","3.497543","3.637450"
"2006-11-30","30 Nov 2006","3.731154","3.604012","3.907415","3.610016","3.978527","3.388139","3.590011","3.598407","3.509733","3.646493"
"2006-12-01","01 Dec 2006","3.721258","3.597386","3.902938","3.600311","3.976498","3.391813","3.578715","3.585990","3.507812","3.634642"
"2006-12-04","04 Dec 2006","3.704556","3.553279","3.893397","3.556533","3.968479","3.403245","3.539745","3.555382","3.485276","3.610999"
"2006-12-05","05 Dec 2006","3.698963","3.569761","3.886794","3.566404","3.961936","3.408658","3.544373","3.554503","3.499124","3.607350"
"2006-12-06","06 Dec 2006","3.714375","3.589399","3.893389","3.600855","3.967732","3.411792","3.583513","3.588816","3.507634","3.632728"
"2006-12-07","07 Dec 2006","3.727732","3.612130","3.893460","3.620941","3.961775","3.420818","3.603721","3.609329","3.527294","3.651134"
"2006-12-08","08 Dec 2006","3.723115","3.614514","3.880572","3.628208","3.947019","3.435427","3.613583","3.616781","3.533094","3.653262"
"2006-12-11","11 Dec 2006","3.767795","3.640677","3.929373","3.666613","3.998342","3.437339","3.655866","3.660618","3.545322","3.697256"
"2006-12-12","12 Dec 2006","3.764144","3.647559","3.923574","3.670263","3.991765","3.433108","3.657211","3.659700","3.549199","3.694992"
"2006-12-13","13 Dec 2006","3.758153","3.652937","3.909816","3.678576","3.976189","3.427641","3.665668","3.664659","3.549529","3.695054"
"2006-12-14","14 Dec 2006","3.805305","3.670350","3.952379","3.713292","4.017021","3.434206","3.708739","3.713208","3.556756","3.743939"
"2006-12-15","15 Dec 2006","3.801112","3.665057","3.952899","3.705539","4.019237","3.436184","3.700105","3.704918","3.554970","3.737204"
"2006-12-18","18 Dec 2006","3.845005","3.691870","3.999503","3.741219","4.066882","3.435685","3.738553","3.745754","3.568022","3.779498"
"2006-12-19","19 Dec 2006","3.881988","3.704479","4.037324","3.757100","4.102749","3.440660","3.757834","3.772258","3.577098","3.811731"
"2006-12-20","20 Dec 2006","3.893454","3.713531","4.050937","3.767628","4.117448","3.444994","3.768534","3.782895","3.583688","3.822552"
"2006-12-21","21 Dec 2006","3.905900","3.723955","4.064656","3.779915","4.132003","3.452966","3.781293","3.795503","3.592410","3.834941"
"2006-12-22","22 Dec 2006","3.904082","3.735415","4.063983","3.789683","4.132880","3.448344","3.788093","3.797939","3.597987","3.834758"
"2006-12-27","27 Dec 2006","3.933953","3.754406","4.093030","3.818392","4.162446","3.449585","3.820061","3.830599","3.606597","3.866227"
"2006-12-28","28 Dec 2006","3.969199","3.766309","4.121647","3.821923","4.182526","3.393942","3.823388","3.846115","3.599773","3.893310"
"2006-12-29","29 Dec 2006","3.976019","3.759463","4.130759","3.831612","4.191025","3.486439","3.833589","3.849840","3.617847","3.897095"
"2007-01-02","02 Jan 2007","3.955760","3.757088","4.112754","3.808853","4.175632","3.470209","3.809172","3.830570","3.620238","3.878181"
"2007-01-03","03 Jan 2007","3.952706","3.752796","4.105485","3.802713","4.166072","3.472074","3.803922","3.827373","3.619616","3.875721"
"2007-01-04","04 Jan 2007","3.965031","3.760389","4.120466","3.808755","4.181726","3.486450","3.810118","3.835363","3.630425","3.885772"
"2007-01-05","05 Jan 2007","3.999110","3.782029","4.154330","3.839849","4.215696","3.482087","3.843846","3.870099","3.638450","3.920286"
"2007-01-08","08 Jan 2007","4.001204","3.780352","4.154402","3.828150","4.213152","3.480665","3.831132","3.863109","3.641851","3.918711"
"2007-01-09","09 Jan 2007","4.013365","3.791143","4.173414","3.836373","4.234829","3.489729","3.837713","3.869756","3.652562","3.927384"
"2007-01-10","10 Jan 2007","4.032664","3.807836","4.194355","3.858374","4.256978","3.510053","3.860640","3.891157","3.667772","3.947360"
"2007-01-11","11 Jan 2007","4.030375","3.783049","4.202379","3.833227","4.268170","3.507823","3.837375","3.874191","3.651414","3.937272"
"2007-01-12","12 Jan 2007","4.070193","3.800414","4.238122","3.858053","4.301365","3.500824","3.866565","3.909806","3.657240","3.976142"
"2007-01-15","15 Jan 2007","4.066788","3.804367","4.232342","3.863773","4.295098","3.500876","3.871640","3.911818","3.658712","3.975352"
"2007-01-16","16 Jan 2007","4.049195","3.797268","4.208358","3.857115","4.269012","3.510547","3.865172","3.902459","3.657870","3.962238"
"2007-01-17","17 Jan 2007","4.050212","3.797534","4.207658","3.859062","4.267675","3.510750","3.867808","3.905046","3.657527","3.964213"
"2007-01-18","18 Jan 2007","4.098293","3.815861","4.256642","3.887789","4.316408","3.518544","3.902566","3.946772","3.668590","4.009730"
"2007-01-19","19 Jan 2007","4.052390","3.815858","4.193893","3.879044","4.248161","3.525558","3.889195","3.923338","3.675004","3.975852"
"2007-01-22","22 Jan 2007","4.044329","3.813153","4.182668","3.875369","4.235701","3.525655","3.885032","3.918159","3.673680","3.969475"
"2007-01-23","23 Jan 2007","4.030138","3.811716","4.161523","3.868687","4.211572","3.535378","3.876767","3.908549","3.678534","3.958226"
"2007-01-24","24 Jan 2007","4.047738","3.822962","4.177441","3.884742","4.226713","3.520011","3.893884","3.926532","3.677847","3.976294"
"2007-01-25","25 Jan 2007","4.068530","3.825402","4.200444","3.891236","4.250127","3.537817","3.904009","3.941468","3.684874","3.994413"
"2007-01-26","26 Jan 2007","4.116143","3.839536","4.250981","3.921930","4.301904","3.550240","3.942739","3.985612","3.692818","4.040434"
"2007-01-29","29 Jan 2007","4.113817","3.837851","4.272454","3.926670","4.335846","3.559965","3.946669","3.982030","3.692616","4.033997"
"2007-01-30","30 Jan 2007","4.098518","3.836149","4.262175","3.918449","4.327795","3.549629","3.933381","3.965110","3.688901","4.017016"
"2007-01-31","31 Jan 2007","4.099260","3.838482","4.261310","3.922699","4.326759","3.553835","3.938433","3.969256","3.691442","4.019545"
"2007-02-01","01 Feb 2007","4.059283","3.819827","4.218191","3.882171","4.280366","3.562340","3.890971","3.922735","3.690987","3.976793"
"2007-02-02","02 Feb 2007","4.092116","3.802206","4.248082","3.869474","4.306678","3.561881","3.889103","3.939053","3.680847","4.003639"
"2007-02-05","05 Feb 2007","4.042083","3.790745","4.219131","3.841406","4.287743","3.566551","3.848706","3.886011","3.679446","3.948464"
"2007-02-06","06 Feb 2007","4.042239","3.803279","4.211953","3.854655","4.278087","3.573820","3.861163","3.895042","3.689565","3.953501"
"2007-02-07","07 Feb 2007","4.029130","3.819759","4.193805","3.867250","4.258965","3.574045","3.868263","3.893513","3.700154","3.945870"
"2007-02-08","08 Feb 2007","4.039218","3.839063","4.188624","3.894117","4.248462","3.583685","3.897515","3.919565","3.713274","3.965264"
"2007-02-09","09 Feb 2007","4.067013","3.845486","4.231256","3.911393","4.299029","3.590590","3.919619","3.943149","3.716521","3.989528"
"2007-02-12","12 Feb 2007","4.095455","3.838690","4.266687","3.913679","4.336854","3.598148","3.929622","3.961659","3.713382","4.013057"
"2007-02-13","13 Feb 2007","4.103507","3.849291","4.277232","3.923742","4.348374","3.593052","3.937640","3.968298","3.717446","4.020000"
"2007-02-14","14 Feb 2007","4.096155","3.851999","4.247379","3.914140","4.305997","3.588707","3.925813","3.961509","3.722532","4.015890"
"2007-02-15","15 Feb 2007","4.043192","3.838769","4.214378","3.885814","4.283512","3.601955","3.886481","3.909177","3.723007","3.959790"
"2007-02-16","16 Feb 2007","4.037844","3.843503","4.206653","3.888216","4.274987","3.595612","3.886755","3.907074","3.724138","3.956099"
"2007-02-19","19 Feb 2007","4.060224","3.862552","4.231646","3.917026","4.302968","3.600868","3.917877","3.935558","3.734241","3.981033"
"2007-02-20","20 Feb 2007","4.071940","3.863479","4.243851","3.921665","4.315224","3.605314","3.925185","3.945418","3.735551","3.992010"
"2007-02-21","21 Feb 2007","4.055010","3.860495","4.222215","3.914861","4.291982","3.608008","3.916505","3.933993","3.736092","3.978091"
"2007-02-22","22 Feb 2007","4.066814","3.864697","4.229827","3.924085","4.298102","3.620987","3.929370","3.948765","3.742478","3.992025"
"2007-02-23","23 Feb 2007","4.038796","3.869312","4.199687","3.917140","4.267689","3.622796","3.915028","3.927083","3.749374","3.966722"
"2007-02-26","26 Feb 2007","3.999054","3.853000","4.165539","3.881437","4.234602","3.629722","3.871080","3.880330","3.748327","3.922558"
"2007-02-27","27 Feb 2007","3.979315","3.834901","4.144313","3.854743","4.211346","3.631916","3.843250","3.855322","3.741658","3.900598"
"2007-02-28","28 Feb 2007","3.957389","3.796814","4.132264","3.809094","4.201388","3.634459","3.797452","3.815994","3.721643","3.869520"
"2007-03-01","01 Mar 2007","3.948041","3.793278","4.128387","3.809938","4.201771","3.634920","3.798753","3.812732","3.718074","3.862169"
"2007-03-02","02 Mar 2007","3.954262","3.782352","4.143434","3.794018","4.218920","3.640750","3.783664","3.804138","3.715889","3.860666"
"2007-03-05","05 Mar 2007","3.924842","3.767169","4.122544","3.770756","4.201957","3.646474","3.755863","3.772163","3.711047","3.828606"
"2007-03-06","06 Mar 2007","3.933778","3.796126","4.123060","3.804086","4.200446","3.650545","3.786880","3.795606","3.727839","3.844965"
"2007-03-07","07 Mar 2007","3.942096","3.805749","4.138014","3.812766","4.218614","3.654955","3.794076","3.801488","3.735418","3.851243"
"2007-03-08","08 Mar 2007","3.942540","3.833945","4.139660","3.831249","4.221283","3.669146","3.805037","3.805560","3.760435","3.852739"
"2007-03-09","09 Mar 2007","3.965411","3.862524","4.163013","3.859089","4.245059","3.672942","3.830830","3.829525","3.779454","3.875952"
"2007-03-12","12 Mar 2007","3.946742","3.861261","4.143001","3.856091","4.226310","3.674073","3.826246","3.819911","3.779974","3.861545"
"2007-03-13","13 Mar 2007","3.933243","3.864610","4.127897","3.852624","4.210807","3.675228","3.819241","3.809646","3.785027","3.849541"
"2007-03-14","14 Mar 2007","3.913721","3.849457","4.111498","3.830201","4.194974","3.674485","3.794588","3.785390","3.778044","3.827327"
"2007-03-15","15 Mar 2007","3.929814","3.859593","4.125314","3.844349","4.207927","3.681177","3.810853","3.802858","3.785693","3.844473"
"2007-03-16","16 Mar 2007","3.934774","3.863001","4.120273","3.855603","4.199472","3.670228","3.825416","3.817215","3.781347","3.855222"
"2007-03-19","19 Mar 2007","3.949599","3.882255","4.133759","3.882146","4.214382","3.672313","3.852604","3.840573","3.790838","3.874183"
"2007-03-20","20 Mar 2007","3.931941","3.879212","4.118948","3.873473","4.201483","3.674787","3.840398","3.824608","3.791494","3.856741"
"2007-03-21","21 Mar 2007","3.947260","3.884761","4.139072","3.882279","4.223603","3.676645","3.850423","3.836066","3.794308","3.869747"
"2007-03-22","22 Mar 2007","3.944248","3.873107","4.150040","3.857972","4.237504","3.683022","3.822494","3.812779","3.793979","3.855392"
"2007-03-23","23 Mar 2007","4.011704","3.887757","4.229501","3.897126","4.322939","3.699251","3.873436","3.871915","3.800639","3.918210"
"2007-03-26","26 Mar 2007","4.023061","3.898242","4.241899","3.908673","4.335703","3.692328","3.884307","3.882461","3.803808","3.929018"
